id,tokens,ner_tags,input_ids,token_type_ids,attention_mask,labels,true_labels,pred_labels,reward
2554,"['Just' 'played' ':' 'Hopi' 'Rainbow' 'Dance' '-' 'Roger' 'Mase' 'and'
 'The' 'Singers' 'From' '2nd' 'Mesa']",[ 0  0  0  0  0  0  0  9 10  0  0  0  0  0  0],"[  101  2074  2209  1024  6154  2072 10098  3153  1011  5074 16137  2063
  1998  1996  8453  2013  3416 15797   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0 -100    0    0    0    9   10 -100    0    0
    0    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
2555,"['http://t.co/YVZNo1gIP8' 'January' '09' ',' '2015' 'at' '11:40' 'PM']",[0 0 0 0 0 0 0 0],"[ 101 8299 1024 1013 1013 1056 1012 2522 1013 1061 2615 2480 3630 2487
 5856 2361 2620 2254 5641 1010 2325 2012 2340 1024 2871 7610  102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100
 -100 -100 -100    0    0    0    0    0    0 -100 -100    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
2556,"['Clash' 'of' 'Clans' ':' 'Max' 'Out' 'Monday' '!' '-' 'Level' '6'
 'Balloons' ':' 'http://t.co/XAsujXB4ku' 'via' '@YouTube']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101 13249  1997 16411  1024  4098  2041  6928   999  1011  2504  1020
 22163  1024  8299  1024  1013  1013  1056  1012  2522  1013  1060  3022
 23049  2595  2497  2549  5283  3081  1030  7858   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100
 -100    0    0 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
2557,['Happy' 'Friday' '.' 'Suck' 'my' 'dick' '.'],[0 0 0 0 0 0 0],[  101  3407  5958  1012 11891  2026  5980  1012   102],[0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    0    0    0 -100],"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
2558,"['Win' 'today' 'and' ""we'll"" 'still' 'be' 'in' 'all' '4' 'competitions'
 'by' 'February' '...' ""Would've"" 'bitten' 'your' 'hand' 'off' 'for'
 'that' '#COYS' '#THFC']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  2663  2651  1998  2057  1005  2222  2145  2022  1999  2035  1018
  6479  2011  2337  1012  1012  1012  2052  1005  2310 19026  2115  2192
  2125  2005  2008  1001  2522  7274  1001 16215 11329   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0 -100 -100    0    0    0    0    0    0    0
    0    0 -100 -100    0 -100 -100    0    0    0    0    0    0    0
 -100 -100    0 -100 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
2559,"['RT' '@_marisataurus' ':' '@DIRECTV' 'HOW' 'ARE' 'YOU' 'GONNA' 'DO'
 'THIS' 'ON' 'THE' 'LAST' 'SUNDAY' 'NIGHT' 'GAME' 'OF' 'THE' 'SEASON']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101 19387  1030  1035 23787  6790 20089  1024  1030  3622  2615  2129
  2024  2017  6069  2079  2023  2006  1996  2197  4465  2305  2208  1997
  1996  2161   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0 -100 -100 -100 -100    0    0 -100 -100    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
2560,"['RT' '@CommonWhiteGirI' ':' 'Instagram' 'tomorrow'
 'http://t.co/OGGQinEKrl']",[0 0 0 1 0 0],"[  101 19387  1030  2691  2860 16584 13910 15735  1024 16021 23091  4826
  8299  1024  1013  1013  1056  1012  2522  1013 13958  2290 14702  2638
 21638  2140   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0 -100 -100 -100 -100 -100    0    1 -100    0    0 -100
 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100]","['O', 'O', 'O', 'B-corporation', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']",4.0
2561,"['RT' '@Colts' ':' 'END' 'OF' '1ST' '#INDvsTEN' 'Check' 'out'
 'http://t.co/U8SA2xwMhY' 'for' 'more' 'game' 'stats' '.'
 'http://t.co/zfKj7u74Xc']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101 19387  1030 14390  1024  2203  1997  3083  1001 27427 15088  6528
  4638  2041  8299  1024  1013  1013  1056  1012  2522  1013  1057  2620
  3736  2475  2595  2860  2213 10536  2005  2062  2208 26319  1012  8299
  1024  1013  1013  1056  1012  2522  1013  1062 24316  3501  2581  2226
  2581  2549  2595  2278   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0 -100    0    0    0    0    0 -100 -100 -100    0    0
    0 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100
 -100 -100    0    0    0    0    0    0 -100 -100 -100 -100 -100 -100
 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
2562,"[""C'MON"" 'GUYSSS' '!!!!' 'HURRY' 'UP' '!!!' 'PLS' 'DO' 'FOLLOW'
 '@camerondallas' 'FOR' '#CamTo4Mill' 'x1047']",[0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  1039  1005 12256  4364  4757   999   999   999   999  9241  2039
   999   999   999 20228  2015  2079  3582  1030  7232  9305  8523  2005
  1001 11503  3406  2549 19912  1060 10790 22610   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0 -100 -100    0 -100    0 -100 -100 -100    0    0    0 -100
 -100    0 -100    0    0    0 -100 -100 -100    0    0 -100 -100 -100
 -100    0 -100 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
2563,['January' 'has' 'came' 'and' 'gone' '....' 'Smh'],[0 0 0 0 0 0 0],"[  101  2254  2038  2234  1998  2908  1012  1012  1012  1012 15488  2232
   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1],[-100    0    0    0    0    0    0 -100 -100 -100    0 -100 -100],"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
2564,"['RT' '@2sharB' ':' 'I' 'wish' 'my' 'GPA' 'would' 'go' 'up' 'on' 'a'
 'Tuesday']",[0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101 19387  1030  1016  7377 15185  1024  1045  4299  2026 14246  2050
  2052  2175  2039  2006  1037  9857   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0 -100 -100 -100    0    0    0    0    0 -100    0    0
    0    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
2565,"['@HxzeEX' 'pretty' 'sure' 'i' ""wasn't"" 'in' 'Cure' 'when' 'and' 'if'
 'you' 'joined' 'o.O' 'maybe' 'the' '2nd' 'gen' 'Cure' 'that' 'was'
 'around' 'for' 'a' 'little']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  1030  1044  2595 23940  2595  3492  2469  1045  2347  1005  1056
  1999  9526  2043  1998  2065  2017  2587  1051  1012  1051  2672  1996
  3416  8991  9526  2008  2001  2105  2005  1037  2210   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0 -100 -100 -100 -100    0    0    0    0 -100 -100    0    0
    0    0    0    0    0    0 -100 -100    0    0    0    0    0    0
    0    0    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
2566,"['RT' '@KoreaWordID' ':' '""' 'Hidup' 'itu' 'ujian' '.' 'Jadi' 'jangan'
 'berpikir' 'untuk' 'melarikan' 'diri' 'dan' 'cobalah' 'untuk' 'menemukan'
 'jalanmu' 'sendiri' '.""' '-' 'Master' ""'s"" 'Sun' '""']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101 19387  1030  4420 18351  3593  1024  1000 11041  6279  2009  2226
  1057 27685  1012 14855  4305 23769  2319  2022 14536 17471  2099  4895
  8525  2243 11463  8486  9126 16101  2072  4907  2522 25060  2232  4895
  8525  2243  2273  6633 15750  2078 28410 12274  4604 15735  1012  1000
  1011  3040  1005  1055  3103  1000   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0 -100 -100 -100    0    0    0 -100    0 -100    0 -100
    0    0 -100    0 -100    0 -100 -100 -100    0 -100 -100    0 -100
 -100    0 -100    0    0 -100 -100    0 -100 -100    0 -100 -100 -100
    0 -100    0 -100    0 -100    0    0    0 -100    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
2567,"['RT' '@jent_87' ':' '1' '.' 'Why' 'is' 'my' 'friend' 'following'
 'someone' 'from' 'The' 'Sun' '?.....' '2' '.' 'Why' 'is' 'their' 'tweet'
 'coming' 'up' 'on' 'my' 'timeline' '?....' 'No' '...' 'just' 'no' '!']",[0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101 19387  1030 15419  2102  1035  6584  1024  1015  1012  2339  2003
  2026  2767  2206  2619  2013  1996  3103  1029  1012  1012  1012  1012
  1012  1016  1012  2339  2003  2037  1056 28394  2102  2746  2039  2006
  2026 17060  1029  1012  1012  1012  1012  2053  1012  1012  1012  2074
  2053   999   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0 -100 -100 -100 -100    0    0    0    0    0    0    0
    0    0    0    1    2    0 -100 -100 -100 -100 -100    0    0    0
    0    0    0 -100 -100    0    0    0    0    0    0 -100 -100 -100
 -100    0    0 -100 -100    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'I-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
2568,"['RT' '@ESPNNBA' ':' 'Hassan' 'Whiteside' 'on' 'his' '1st' 'career'
 'triple-double' ':' '""' ""I'm"" 'just' 'trying' 'to' 'get' 'my' 'NBA' '2K'
 'rating' 'up' '.""']",[ 0  0  0  9 10  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0],"[  101 19387  1030 10978 27698  2050  1024 13222 12461  5178  2006  2010
  3083  2476  6420  1011  3313  1024  1000  1045  1005  1049  2074  2667
  2000  2131  2026  6452  1016  2243  5790  2039  1012  1000   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0 -100 -100 -100    0    9   10 -100    0    0    0    0
    0 -100 -100    0    0    0 -100 -100    0    0    0    0    0    1
    0 -100    0    0    0 -100 -100]","['O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
2569,"['""' '@JennerAcosta' ':' 'LOL' '.' 'Going' 'thru' 'this' 'again' '.'
 'They' 'just' ""don't"" 'die' 'easy' '.' 'Abortion' 'Monday'
 'http://t.co/mD3ZBkfmZs' '""' 'RT']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  1000  1030 15419  3678 22684  9153  1024  8840  2140  1012  2183
 27046  2023  2153  1012  2027  2074  2123  1005  1056  3280  3733  1012
 11324  6928  8299  1024  1013  1013  1056  1012  2522  1013  9108  2509
  2480  2497  2243 16715  2480  2015  1000 19387   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1]","[-100    0    0 -100 -100 -100 -100    0    0 -100    0    0    0    0
    0    0    0    0    0 -100 -100    0    0    0    0    0    0 -100
 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100
    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
2570,['2nd' 'semester' 'already' 'stressing' 'me' 'out'],[0 0 0 0 0 0],[  101  3416 13609  2525  6911  2075  2033  2041   102],[0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1],[-100    0    0    0    0 -100    0    0 -100],"['O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']",10.0
2571,"['Oh' 'great' 'time' 'to' 'change' 'my' 'Akron' 'Zips' 'password' '...'
 'for' 'the' '12th' 'semester' '.' ""I'm"" 'all' 'out' 'of' 'passwords'
 'damnit' '!']",[0 0 0 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  2821  2307  2051  2000  2689  2026 22735 14101  2015 20786  1012
  1012  1012  2005  1996  5940 13609  1012  1045  1005  1049  2035  2041
  1997 20786  2015  4365  4183   999   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    5    6 -100    0    0 -100 -100
    0    0    0    0    0    0 -100 -100    0    0    0    0 -100    0
 -100    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
2572,"['RT' '@josh_baldwin' ':' 'Seahawks' 'Sunday' '!' '@WestWaYoungLife'
 '#ylgw15' 'http://t.co/pu5GS2Dhb4']",[0 0 0 5 0 0 0 0 0],"[  101 19387  1030  6498  1035 10970  1024 21390  4465   999  1030  2225
  4576 23709 25394  7959  1001  1061  2140  2290  2860 16068  8299  1024
  1013  1013  1056  1012  2522  1013 16405  2629  5620  2475 16425  2497
  2549   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1]","[-100    0    0 -100 -100 -100    0    5    0    0    0 -100 -100 -100
 -100 -100    0 -100 -100 -100 -100 -100    0 -100 -100 -100 -100 -100
 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100]","['O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
2573,"['RT' '@Hardwick_SWFC' ':' 'Fulham' 'away' 'is' 'technically' 'tomorrow'
 ',' 'oh' 'aye' '.']",[0 0 0 5 0 0 0 0 0 0 0 0],"[  101 19387  1030  2524  7184  1035 25430 11329  1024 21703  2185  2003
 10892  4826  1010  2821 13442  1012   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0 -100 -100 -100 -100 -100    0    5    0    0    0    0
    0    0    0    0 -100]","['O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
2574,['RT' '@vidaandco' ':' 'Friday' 'http://t.co/6EgFyuHXdM'],[0 0 0 0 0],"[  101 19387  1030 19830  5685  3597  1024  5958  8299  1024  1013  1013
  1056  1012  2522  1013  1020 13910 12031 27225  2595 22117   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0 -100 -100 -100    0    0    0 -100 -100 -100 -100 -100
 -100 -100 -100 -100 -100 -100 -100 -100 -100]","['O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']",10.0
2575,"['RT' '@Things4GirIs' ':' 'PSA' 'RED' 'VELVET' 'OREOS' 'COME' 'OUT'
 'FEBRUARY' '2nd' 'RT' 'TO' 'SAVE' 'A' 'LIFE' 'http://t.co/OCc3T5T1vu']",[ 0  0  0  0 11 12 12  0  0  0  0  0  0  0  0  0  0],"[  101 19387  1030  2477  2549 23243  2015  1024  8827  2050  2417 10966
 10848  2891  2272  2041  2337  3416 19387  2000  3828  1037  2166  8299
  1024  1013  1013  1056  1012  2522  1013  1051  9468  2509  2102  2629
  2102  2487 19722   102]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]","[-100    0    0 -100 -100 -100 -100    0    0 -100   11   12   12 -100
    0    0    0    0    0    0    0    0    0    0 -100 -100 -100 -100
 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100]","['O', 'O', 'O', 'O', 'B-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4.0
2576,"['RT' '@K0D3xR3D' ':' 'I' 'believe' 'in' '2nd' 'chances' '.' 'Just' 'not'
 'for' 'the' 'same' 'mistake' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101 19387  1030  1047  2692  2094  2509  2595  2099 29097  1024  1045
  2903  1999  3416  9592  1012  2074  2025  2005  1996  2168  6707  1012
   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0 -100 -100 -100 -100 -100 -100 -100    0    0    0    0
    0    0    0    0    0    0    0    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
2577,['Lowkey' 'Thursday' '?'],[0 0 0],[  101  2659 14839  9432  1029   102],[0 0 0 0 0 0],[1 1 1 1 1 1],[-100    0 -100    0    0 -100],"['O', 'O', 'O']","['O', 'O', 'O']",10.0
2578,"['RT' '@mitchgrassi' ':' 'ppl' 'have' 'a' 'wide' 'variety' 'of'
 'interests' 'and' 'that' ""'s"" 'great' '.' 'I' 'was' 'obsessed' 'with'
 'ring-tailed' 'lemurs' 'in' '1st' 'grade']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101 19387  1030 11857 19673  2072  1024  4903  2140  2031  1037  2898
  3528  1997  5426  1998  2008  1005  1055  2307  1012  1045  2001 15896
  2007  3614  1011 14578  3393 20136  2015  1999  3083  3694   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0 -100 -100 -100    0    0 -100    0    0    0    0    0
    0    0    0    0 -100    0    0    0    0    0    0    0 -100 -100
    0 -100 -100    0    0    0 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
2579,"['@austinkaelyn' 'oh' 'its' 'just' 'that' 'you' 'reminded' 'me' 'that'
 'it' 'comes' 'out' 'tomorrow' 'lol']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[  101  1030  5899  2912 26006  2078  2821  2049  2074  2008  2017  6966
  2033  2008  2009  3310  2041  4826  8840  2140   102]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0 -100 -100 -100 -100    0    0    0    0    0    0    0    0
    0    0    0    0    0 -100 -100]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10.0
